trade_id,isin,quantity,price,trade_date,settlement_date,side,counter_party,broker_id
BKR001239,TY3576427142,6586,889.82,2024-12-30,2024-12-31,Sell,State Street,BRK003
BKR001240,PR3531325841,5580,781.64,2024-12-22,2024-12-25,Buy,HDFC Custodian,BRK002
BKR001241,AS9049991520,5653,256.98,2025-06-08,2025-06-11,Buy,Northern Trust,BRK002
BKR001242,WG8877195769,2863,380.17,2024-12-25,2024-12-26,Buy,State Street,BRK004
BKR001243,FM1830106362,843,938.91,2025-03-05,2025-03-06,Sell,Northern Trust,BRK003
BKR001244,HT0712965890,7284,141.17,2025-03-24,2025-03-26,Buy,State Street,BRK002
BKR001245,TW5069860841,1432,329.74,2025-03-19,2025-03-22,Buy,BNY Mellon,BRK002
BKR001246,BH2510857483,7614,728.93,2025-05-22,2025-05-23,Sell,BNY Mellon,BRK002
BKR001247,LR9586558724,4000,104.71,2025-04-01,2025-04-04,Buy,State Street,BRK003
BKR001248,GD9488511022,2072,543.01,2024-12-25,2024-12-26,Buy,HDFC Custodian,BRK001
BKR001249,GW1371668057,6840,904.33,2025-03-13,2025-03-15,Sell,Northern Trust,BRK002
BKR001250,VF2070081068,2368,801.64,2025-01-23,2025-01-24,Buy,BNY Mellon,BRK002
BKR001251,JV8469071278,9800,451.23,2025-04-06,2025-04-08,Sell,HDFC Custodian,BRK002
BKR001252,XE0965221523,2220,289.38,2025-05-28,2025-05-30,Buy,Northern Trust,BRK001
BKR001253,QP7242685568,7478,540.24,2025-01-16,2025-01-17,Buy,BNY Mellon,BRK001
BKR001254,LS9630803547,7211,103.94,2025-04-20,2025-04-21,Sell,Northern Trust,BRK003
BKR001255,TJ1558030316,7005,451.19,2025-02-03,2025-02-05,Sell,HDFC Custodian,BRK003
BKR001256,UG9073128754,1239,443.28,2025-06-07,2025-06-10,Sell,BNY Mellon,BRK001
BKR001257,EJ0886679081,735,758.23,2025-05-16,2025-05-19,Sell,BNY Mellon,BRK002
BKR001258,ZO8621675542,3247,994.41,2025-03-17,2025-03-20,Buy,BNY Mellon,BRK002
BKR001259,CA9037300729,5033,703.89,2025-02-04,2025-02-07,Sell,BNY Mellon,BRK001
BKR001260,PD6440777743,1334,587.51,2025-03-14,2025-03-16,Buy,Northern Trust,BRK002
BKR001261,ZT2991411192,7754,799.01,2025-06-01,2025-06-02,Sell,State Street,BRK001
BKR001262,WZ3976020370,3371,189.41,2025-06-14,2025-06-16,Buy,State Street,BRK002
BKR001263,QY5419739827,7890,80.26,2025-05-28,2025-05-30,Buy,Northern Trust,BRK001
BKR001264,OY2856711885,764,177.37,2025-01-22,2025-01-23,Sell,BNY Mellon,BRK004
BKR001265,MF1360846611,3146,558.25,2025-01-05,2025-01-06,Buy,State Street,BRK002
BKR001266,BN2438007098,6011,516.44,2025-06-08,2025-06-11,Sell,HDFC Custodian,BRK002
BKR001267,HR7428844747,8452,867.56,2025-04-01,2025-04-04,Sell,State Street,BRK002
BKR001268,LP9252704321,3405,424.64,2025-03-19,2025-03-21,Sell,HDFC Custodian,BRK004
BKR001269,WH9069237149,4566,578.44,2025-01-19,2025-01-20,Sell,State Street,BRK004
BKR001270,XP8489894681,5606,786.71,2025-01-02,2025-01-04,Buy,BNY Mellon,BRK003
BKR001271,CM8232957513,2783,81.34,2025-03-19,2025-03-20,Sell,Northern Trust,BRK002
BKR001272,JH4069258428,5513,63.05,2025-02-09,2025-02-12,Buy,HDFC Custodian,BRK004
BKR001273,RT9562781233,8590,338.81,2025-06-07,2025-06-09,Sell,BNY Mellon,BRK003
BKR001274,WY1170117969,3921,490.76,2025-03-19,2025-03-20,Buy,HDFC Custodian,BRK001
BKR001275,BW4669946059,843,700.76,2025-06-05,2025-06-07,Sell,HDFC Custodian,BRK004
BKR001276,VI9642542466,6343,749.65,2025-01-20,2025-01-21,Sell,BNY Mellon,BRK002
BKR001277,RB0228056347,4416,729.76,2025-02-15,2025-02-18,Buy,Northern Trust,BRK002
BKR001278,TD6956366919,972,398.18,2025-02-13,2025-02-16,Buy,State Street,BRK001
BKR001279,YW5680563610,5186,722.3,2025-04-19,2025-04-22,Sell,Northern Trust,BRK001
BKR001280,TJ1867616263,7963,220.86,2025-04-16,2025-04-19,Sell,HDFC Custodian,BRK004
BKR001281,YN5183374678,3877,379.71,2025-03-19,2025-03-21,Sell,BNY Mellon,BRK001
BKR001282,RP2179434437,8738,639.04,2025-01-29,2025-01-31,Sell,HDFC Custodian,BRK003
BKR001283,JL1993568000,3373,222.49,2025-05-07,2025-05-10,Sell,HDFC Custodian,BRK003
BKR001284,NF2850689033,7946,726.7,2025-04-29,2025-05-01,Buy,State Street,BRK004
BKR001285,LC0377975290,8020,355.91,2025-04-01,2025-04-04,Buy,BNY Mellon,BRK003
BKR001286,FI8709822011,5686,871.19,2025-04-30,2025-05-03,Buy,State Street,BRK003
BKR001287,LO9309136029,4510,863.66,2025-03-21,2025-03-22,Buy,HDFC Custodian,BRK003
BKR001288,RL1237860125,6457,642.41,2025-02-10,2025-02-12,Sell,BNY Mellon,BRK003
BKR001289,IK2470432995,7376,228.39,2025-01-30,2025-01-31,Buy,Northern Trust,BRK003
BKR001290,EI3362872536,5745,157.34,2025-04-30,2025-05-01,Buy,BNY Mellon,BRK002
BKR001291,ME4018695192,3710,278.01,2025-03-06,2025-03-08,Sell,HDFC Custodian,BRK002
BKR001292,EY7980647375,8582,782.97,2025-03-30,2025-03-31,Sell,BNY Mellon,BRK001
BKR001293,IP7107557178,2508,95.0,2025-02-25,2025-02-28,Buy,HDFC Custodian,BRK002
BKR001294,OP3917197786,3443,580.55,2025-01-15,2025-01-17,Sell,BNY Mellon,BRK004
BKR001295,NN2005927163,1941,694.24,2025-05-02,2025-05-04,Sell,State Street,BRK001
BKR001296,CG6134349482,296,650.9,2025-01-29,2025-02-01,Buy,State Street,BRK003
BKR001297,JW3397650236,584,152.17,2025-02-20,2025-02-21,Buy,BNY Mellon,BRK001
BKR001298,AK4968942331,8032,917.41,2025-03-05,2025-03-07,Buy,HDFC Custodian,BRK002
BKR001299,TW7044105704,152,135.78,2025-01-19,2025-01-21,Sell,BNY Mellon,BRK003
BKR001300,LP0972977304,5867,851.18,2025-02-21,2025-02-24,Sell,HDFC Custodian,BRK001
BKR001301,LD5565681294,3557,538.27,2025-04-20,2025-04-21,Buy,HDFC Custodian,BRK004
BKR001302,AA4984411264,5124,812.09,2025-05-12,2025-05-14,Sell,BNY Mellon,BRK002
BKR001303,ZX6274865583,2125,233.58,2025-04-16,2025-04-17,Sell,HDFC Custodian,BRK003
BKR001304,PC3088990201,4383,516.85,2025-05-23,2025-05-25,Buy,BNY Mellon,BRK001
BKR001305,QC3952809525,587,784.51,2025-05-17,2025-05-19,Buy,HDFC Custodian,BRK002
BKR001306,RS0042008394,327,246.21,2025-02-07,2025-02-09,Buy,BNY Mellon,BRK004
BKR001307,FI0019611766,4016,543.11,2025-06-03,2025-06-06,Buy,BNY Mellon,BRK004
BKR001308,NO1912741792,512,655.73,2025-01-20,2025-01-23,Buy,State Street,BRK003
BKR001309,DJ7856196289,761,976.45,2025-05-08,2025-05-11,Buy,Northern Trust,BRK004
BKR001310,DN2133919366,7615,80.72,2025-06-01,2025-06-04,Sell,Northern Trust,BRK001
BKR001311,DX9474344726,7326,905.14,2025-05-06,2025-05-07,Sell,HDFC Custodian,BRK001
BKR001312,LT0215447236,5147,526.92,2025-02-22,2025-02-25,Buy,HDFC Custodian,BRK004
BKR001313,NM3464900066,8343,997.62,2025-05-23,2025-05-25,Sell,State Street,BRK003
BKR001314,UI8406985622,9947,67.8,2024-12-24,2024-12-26,Sell,BNY Mellon,BRK002
BKR001315,LK3141649978,6404,339.03,2025-01-12,2025-01-14,Sell,BNY Mellon,BRK001
BKR001316,VU7921251119,1353,289.08,2025-03-13,2025-03-14,Sell,Northern Trust,BRK002
BKR001317,LH1882555492,7838,920.64,2025-05-24,2025-05-26,Buy,State Street,BRK003
BKR001318,TB2482073106,4643,859.42,2025-05-22,2025-05-23,Buy,Northern Trust,BRK004
BKR001319,KW2445872043,5499,760.27,2025-03-25,2025-03-28,Buy,State Street,BRK001
BKR001320,TC2186994182,3306,673.19,2025-03-16,2025-03-18,Buy,Northern Trust,BRK004
BKR001321,TY3728092740,7330,811.62,2025-02-19,2025-02-21,Sell,Northern Trust,BRK001
BKR001322,VN6789987978,8029,698.19,2024-12-31,2025-01-03,Buy,BNY Mellon,BRK003
BKR001323,CQ3602977333,3754,462.95,2025-06-13,2025-06-14,Sell,Northern Trust,BRK004
BKR001324,LA2003123325,3554,612.71,2025-03-02,2025-03-04,Buy,BNY Mellon,BRK003
BKR001325,WP9955770320,4451,618.59,2025-05-16,2025-05-19,Buy,State Street,BRK001
BKR001326,BP5912681756,4560,915.44,2025-06-01,2025-06-03,Sell,State Street,BRK003
BKR001327,KO5375293478,3158,244.96,2025-03-21,2025-03-22,Buy,Northern Trust,BRK002
BKR001328,HZ0268285732,3074,230.81,2025-04-16,2025-04-17,Buy,HDFC Custodian,BRK002
BKR001329,MB3131280865,7746,674.4,2025-04-29,2025-05-01,Sell,State Street,BRK004
BKR001330,JN2710593102,1996,604.83,2025-03-05,2025-03-06,Sell,HDFC Custodian,BRK002
BKR001331,ML8931797580,2881,372.34,2025-06-05,2025-06-06,Buy,State Street,BRK001
BKR001332,ZH0596689243,1068,439.16,2025-01-26,2025-01-29,Buy,State Street,BRK004
BKR001333,XA0862237403,6734,423.39,2025-01-01,2025-01-04,Sell,BNY Mellon,BRK003
BKR001334,RE1966635544,7988,611.02,2025-04-01,2025-04-03,Sell,BNY Mellon,BRK001
BKR001335,ZN9898499195,7139,972.59,2025-03-28,2025-03-30,Buy,State Street,BRK004
BKR001336,FB0161576319,6751,581.93,2025-05-14,2025-05-16,Sell,Northern Trust,BRK002
BKR001337,OZ9961636398,2465,490.45,2025-03-23,2025-03-24,Buy,BNY Mellon,BRK004
BKR001338,EL6306691233,8172,339.41,2025-03-18,2025-03-20,Sell,BNY Mellon,BRK002
BKR001339,NY6307746153,9651,705.57,2024-12-26,2024-12-29,Buy,Northern Trust,BRK004
BKR001340,UM1108503913,8799,380.7,2025-04-01,2025-04-04,Sell,HDFC Custodian,BRK003
BKR001341,CH2727561075,5493,972.47,2025-01-23,2025-01-25,Buy,Northern Trust,BRK002
BKR001342,GX6269491142,2058,912.89,2025-06-01,2025-06-04,Buy,State Street,BRK002
BKR001343,JC7775046240,5335,589.75,2025-05-29,2025-05-30,Buy,HDFC Custodian,BRK002
BKR001344,YU9795706234,8136,324.74,2025-04-03,2025-04-04,Buy,State Street,BRK001
BKR001345,GS1796946237,1962,499.89,2025-01-08,2025-01-09,Buy,Northern Trust,BRK001
BKR001346,RM2533508278,3362,358.2,2025-04-30,2025-05-02,Buy,Northern Trust,BRK004
BKR001347,CM2945164273,7180,151.96,2025-05-11,2025-05-13,Buy,HDFC Custodian,BRK001
BKR001348,SF3126357779,2666,965.55,2025-06-08,2025-06-11,Buy,HDFC Custodian,BRK002
BKR001349,GZ0852185219,6669,152.14,2025-04-18,2025-04-19,Buy,BNY Mellon,BRK001
BKR001350,JN2350849196,2515,857.73,2025-06-04,2025-06-06,Buy,HDFC Custodian,BRK003
BKR001351,KA7273520805,2574,632.88,2025-01-25,2025-01-26,Buy,State Street,BRK002
BKR001352,JO8064037111,9202,702.58,2025-02-09,2025-02-12,Buy,State Street,BRK002
BKR001353,RG3321108857,3235,975.64,2025-01-20,2025-01-21,Sell,BNY Mellon,BRK004
BKR001354,KP1663392201,915,578.55,2025-06-16,2025-06-17,Buy,Northern Trust,BRK001
BKR001355,KY3165911868,6797,801.63,2025-02-10,2025-02-12,Buy,HDFC Custodian,BRK001
BKR001356,UP9826836996,1787,472.67,2025-01-05,2025-01-06,Sell,Northern Trust,BRK004
BKR001357,NH0038655683,9294,938.73,2025-04-07,2025-04-09,Buy,State Street,BRK002
BKR001358,AU0514638487,6070,678.47,2024-12-21,2024-12-22,Sell,HDFC Custodian,BRK003
BKR001359,ZN5277018765,5210,943.79,2025-01-30,2025-02-02,Sell,HDFC Custodian,BRK002
BKR001360,SO6367904744,2315,759.27,2025-02-09,2025-02-12,Sell,HDFC Custodian,BRK001
BKR001361,VC6426307851,6282,638.47,2025-03-28,2025-03-29,Sell,State Street,BRK001
BKR001362,NT5419245023,1083,381.93,2025-01-18,2025-01-21,Sell,BNY Mellon,BRK004
BKR001363,GZ3357102907,2879,174.08,2025-05-20,2025-05-23,Sell,BNY Mellon,BRK002
BKR001364,RY8316928332,7372,669.98,2025-03-10,2025-03-12,Buy,Northern Trust,BRK001
BKR001365,ZU9818750583,437,499.98,2024-12-28,2024-12-30,Buy,BNY Mellon,BRK001
BKR001366,AM4148385227,3745,420.45,2025-02-26,2025-03-01,Sell,Northern Trust,BRK003
BKR001367,PM9575243595,3755,400.92,2025-06-11,2025-06-13,Sell,HDFC Custodian,BRK001
BKR001368,DY1061888945,3577,363.08,2025-03-31,2025-04-02,Buy,HDFC Custodian,BRK003
BKR001369,HY7615195407,4095,670.82,2025-05-07,2025-05-10,Buy,HDFC Custodian,BRK002
BKR001370,IK4889655722,3477,984.69,2025-01-09,2025-01-10,Buy,BNY Mellon,BRK002
BKR001371,EN6108638817,520,649.05,2025-02-22,2025-02-24,Sell,BNY Mellon,BRK004
BKR001372,LN4912306481,2511,894.69,2025-04-17,2025-04-19,Buy,Northern Trust,BRK001
BKR001373,QT7254712271,1984,186.23,2025-03-09,2025-03-10,Sell,State Street,BRK004
BKR001374,BB2204849279,183,334.72,2025-04-21,2025-04-22,Sell,Northern Trust,BRK001
BKR001375,GX5843063580,8494,835.87,2025-01-16,2025-01-17,Sell,HDFC Custodian,BRK004
BKR001376,LE4789669559,710,358.68,2025-03-18,2025-03-21,Sell,HDFC Custodian,BRK004
BKR001377,KK9490260658,9803,833.82,2025-04-09,2025-04-11,Buy,HDFC Custodian,BRK003
BKR001378,EQ1710962824,6944,847.02,2025-05-13,2025-05-15,Buy,HDFC Custodian,BRK001
BKR001379,RV9982631504,3758,554.89,2025-01-12,2025-01-13,Buy,HDFC Custodian,BRK003
BKR001380,RO1848298930,9927,496.02,2025-01-17,2025-01-19,Sell,Northern Trust,BRK002
BKR001381,WI8692099393,1975,433.16,2025-02-23,2025-02-25,Sell,State Street,BRK004
BKR001382,HE1028958445,6924,349.57,2024-12-27,2024-12-28,Sell,HDFC Custodian,BRK004
BKR001383,BV8781445757,6045,938.69,2025-03-02,2025-03-05,Sell,Northern Trust,BRK003
BKR001384,OI4924515156,1161,611.77,2025-04-25,2025-04-27,Sell,Northern Trust,BRK002
BKR001385,TX1858049228,789,646.53,2025-04-19,2025-04-22,Sell,Northern Trust,BRK002
BKR001386,GX3859135281,7373,704.13,2025-05-11,2025-05-12,Buy,HDFC Custodian,BRK002
BKR001387,HX8683672737,8382,533.05,2025-01-20,2025-01-23,Sell,Northern Trust,BRK004
BKR001388,RD0037271895,5659,672.41,2025-04-08,2025-04-11,Buy,Northern Trust,BRK002
BKR001389,FA3197530534,5472,669.71,2025-01-16,2025-01-17,Buy,Northern Trust,BRK001
BKR001390,IS6475740917,4918,274.02,2025-05-09,2025-05-11,Buy,BNY Mellon,BRK003
BKR001391,ZG9377240738,4877,289.85,2025-02-27,2025-03-02,Buy,BNY Mellon,BRK003
BKR001392,AT9622646704,7599,532.82,2025-04-12,2025-04-13,Sell,Northern Trust,BRK004
BKR001393,GY5463820454,874,101.33,2025-05-13,2025-05-15,Buy,Northern Trust,BRK001
BKR001394,EW1497395121,9205,850.76,2025-02-21,2025-02-23,Buy,State Street,BRK002
BKR001395,HF3994409390,7770,221.83,2025-05-09,2025-05-10,Sell,Northern Trust,BRK003
BKR001396,NC7915835078,1864,422.09,2025-05-08,2025-05-11,Buy,State Street,BRK001
BKR001397,HA5179868712,4316,838.32,2025-01-27,2025-01-28,Buy,Northern Trust,BRK004
BKR001398,YL5252774091,1971,765.37,2025-05-19,2025-05-21,Sell,BNY Mellon,BRK001
BKR001399,MX2438128364,671,488.43,2025-05-04,2025-05-06,Buy,BNY Mellon,BRK002
BKR001400,GT0191525301,7126,395.81,2025-06-16,2025-06-17,Buy,Northern Trust,BRK004
BKR001401,YI2865911809,3266,732.67,2025-03-07,2025-03-10,Buy,Northern Trust,BRK002
BKR001402,MT3656574546,2279,490.27,2025-02-11,2025-02-13,Sell,BNY Mellon,BRK004
BKR001403,BO1555086429,143,402.41,2025-04-06,2025-04-09,Buy,State Street,BRK004
BKR001404,NK8798246671,1624,994.84,2025-01-02,2025-01-04,Buy,State Street,BRK004
BKR001405,BV6023554661,4304,403.28,2025-05-01,2025-05-02,Sell,HDFC Custodian,BRK001
BKR001406,FX7009962332,6621,342.54,2025-02-02,2025-02-04,Sell,BNY Mellon,BRK004
BKR001407,OO3437237656,2835,558.66,2025-02-01,2025-02-02,Buy,BNY Mellon,BRK004
BKR001408,AD4041819993,531,642.84,2025-01-19,2025-01-22,Sell,Northern Trust,BRK001
BKR001409,BP8728144249,6931,521.76,2025-04-28,2025-04-30,Buy,State Street,BRK003
BKR001410,NT2087878165,3729,135.78,2025-04-11,2025-04-13,Buy,State Street,BRK004
BKR001411,MC2130524150,9128,379.54,2025-04-27,2025-04-28,Buy,Northern Trust,BRK002
BKR001412,MY8142887239,5871,858.09,2025-03-02,2025-03-05,Buy,BNY Mellon,BRK004
BKR001413,PD4581233049,6141,88.57,2024-12-30,2025-01-02,Sell,State Street,BRK003
BKR001414,GZ2780454881,5419,121.53,2025-05-15,2025-05-16,Sell,State Street,BRK002
BKR001415,JR7422033648,1244,120.19,2025-05-06,2025-05-09,Sell,Northern Trust,BRK002
BKR001416,SY1541128268,2712,147.89,2025-05-05,2025-05-08,Buy,State Street,BRK002
BKR001417,HM9716533290,1863,633.28,2025-03-24,2025-03-26,Buy,State Street,BRK001
BKR001418,TZ5449639991,1248,439.48,2025-03-27,2025-03-30,Buy,State Street,BRK004
BKR001419,DX3394161419,2331,322.82,2025-06-13,2025-06-14,Sell,BNY Mellon,BRK001
BKR001420,PG7191700815,9558,225.69,2025-04-28,2025-05-01,Sell,State Street,BRK003
BKR001421,UC9357117280,9062,356.06,2025-05-21,2025-05-24,Buy,BNY Mellon,BRK002
BKR001422,JI7632753769,3752,313.39,2025-02-09,2025-02-12,Buy,HDFC Custodian,BRK001
BKR001423,MN6573986408,5647,636.07,2025-01-04,2025-01-07,Buy,State Street,BRK003
BKR001424,DL0135670736,2152,724.91,2025-06-04,2025-06-05,Buy,Northern Trust,BRK002
BKR001425,TS0567308565,7093,291.41,2025-05-06,2025-05-09,Buy,HDFC Custodian,BRK003
BKR001426,LY6032287780,6425,615.09,2025-02-18,2025-02-20,Buy,State Street,BRK003
BKR001427,MF8732458460,1335,660.28,2025-01-24,2025-01-26,Sell,BNY Mellon,BRK004
BKR001428,BH3085938866,3285,735.72,2025-01-10,2025-01-11,Sell,State Street,BRK004
BKR001429,UQ3050261874,2941,597.34,2025-01-31,2025-02-03,Buy,Northern Trust,BRK002
BKR001430,RL2574395749,7384,89.25,2025-04-20,2025-04-23,Sell,BNY Mellon,BRK004
BKR001431,QR3053932050,899,487.94,2025-05-08,2025-05-10,Buy,BNY Mellon,BRK002
BKR001432,RH9734515303,189,307.72,2024-12-24,2024-12-26,Buy,State Street,BRK003
BKR001433,NH7314926372,4185,241.09,2025-01-01,2025-01-04,Buy,State Street,BRK001
BKR001434,ME6846965948,6467,243.62,2025-03-14,2025-03-17,Sell,Northern Trust,BRK003
BKR001435,QI9775247340,9090,160.87,2025-04-15,2025-04-17,Buy,BNY Mellon,BRK001
BKR001436,OD5444000188,8639,667.08,2025-01-27,2025-01-30,Buy,HDFC Custodian,BRK001
BKR001437,QI7108863930,8597,776.95,2025-02-03,2025-02-05,Sell,BNY Mellon,BRK001
BKR001438,WB3799695850,7857,986.27,2025-06-04,2025-06-07,Buy,BNY Mellon,BRK004
BKR001439,HQ4221352149,5099,836.7,2025-06-17,2025-06-19,Sell,HDFC Custodian,BRK001
BKR001440,FW1446374627,5346,761.43,2025-06-04,2025-06-05,Buy,HDFC Custodian,BRK001
BKR001441,RW5928295904,1638,297.48,2025-06-12,2025-06-15,Buy,Northern Trust,BRK003
BKR001442,TN5005287588,4605,460.38,2025-06-14,2025-06-16,Sell,BNY Mellon,BRK004
BKR001443,DE5554739044,4636,880.33,2025-02-08,2025-02-09,Buy,HDFC Custodian,BRK002
BKR001444,MS8276137819,2057,179.95,2025-05-19,2025-05-21,Buy,Northern Trust,BRK002
BKR001445,TT0273933376,1831,630.86,2025-04-05,2025-04-08,Buy,State Street,BRK004
BKR001446,VT5199506573,391,293.5,2025-05-20,2025-05-21,Sell,Northern Trust,BRK001
BKR001447,GR0505549733,4973,372.35,2025-06-05,2025-06-08,Buy,BNY Mellon,BRK004
BKR001448,QR7462739516,9735,576.04,2025-04-10,2025-04-11,Sell,State Street,BRK003
BKR001449,FW9630504349,226,388.65,2025-03-23,2025-03-25,Sell,BNY Mellon,BRK001
BKR001450,LT0483988873,5943,430.28,2025-05-01,2025-05-02,Buy,BNY Mellon,BRK001
BKR001451,LO9678469364,7063,392.61,2025-01-14,2025-01-15,Buy,BNY Mellon,BRK002
BKR001452,UO6397598237,1417,327.0,2025-03-09,2025-03-11,Buy,HDFC Custodian,BRK004
BKR001453,LM4211581727,872,636.1,2025-06-15,2025-06-17,Sell,State Street,BRK002
BKR001454,ZU8786256004,2172,93.07,2025-03-14,2025-03-15,Sell,HDFC Custodian,BRK004
BKR001455,TW2013479454,6625,480.59,2025-03-22,2025-03-23,Sell,BNY Mellon,BRK002
BKR001456,XB8474033685,4996,139.96,2025-04-21,2025-04-23,Sell,State Street,BRK003
BKR001457,YP3871131797,5432,634.13,2025-04-09,2025-04-10,Sell,Northern Trust,BRK004
BKR001458,ZI7912976323,2902,336.06,2025-02-03,2025-02-06,Sell,BNY Mellon,BRK001
BKR001459,JT1318053897,8346,300.36,2025-01-20,2025-01-21,Sell,HDFC Custodian,BRK002
BKR001460,VE3673011428,4591,162.67,2025-02-10,2025-02-11,Buy,HDFC Custodian,BRK003
BKR001461,TB0475735591,2701,163.4,2025-05-15,2025-05-16,Buy,Northern Trust,BRK003
BKR001462,CC6383815582,5983,917.19,2025-06-03,2025-06-06,Sell,HDFC Custodian,BRK002
BKR001463,HZ7025068963,6998,856.03,2025-05-22,2025-05-23,Buy,State Street,BRK001
BKR001464,UJ1828053744,8114,818.9,2024-12-27,2024-12-28,Buy,State Street,BRK004
BKR001465,VU2767343235,4546,694.25,2025-02-18,2025-02-19,Buy,HDFC Custodian,BRK002
BKR001466,PL4779786997,8184,735.58,2025-04-08,2025-04-09,Buy,State Street,BRK004
BKR001467,LX4797675690,3590,987.22,2025-06-15,2025-06-16,Sell,Northern Trust,BRK004
BKR001468,JA9367484078,6990,817.44,2025-06-02,2025-06-03,Sell,Northern Trust,BRK001
BKR001469,TT9148876713,394,911.11,2025-05-31,2025-06-02,Buy,State Street,BRK003
BKR001470,JY6490385472,4279,688.79,2025-04-29,2025-05-02,Sell,BNY Mellon,BRK004
BKR001471,GH0280667994,6533,396.13,2025-03-14,2025-03-15,Buy,BNY Mellon,BRK003
BKR001472,OH1650790130,1723,639.57,2025-03-22,2025-03-23,Sell,HDFC Custodian,BRK004
BKR001473,HH0793121130,8951,845.14,2025-05-24,2025-05-25,Sell,State Street,BRK003
BKR001474,EB1479627944,4499,210.52,2025-03-16,2025-03-18,Sell,Northern Trust,BRK001
BKR001475,YC2013164283,7880,444.66,2025-03-01,2025-03-03,Buy,BNY Mellon,BRK001
BKR001476,ZH0727315522,7585,921.18,2024-12-30,2024-12-31,Buy,BNY Mellon,BRK003
BKR001477,DB8255720061,560,784.31,2025-06-09,2025-06-11,Buy,HDFC Custodian,BRK003
BKR001478,UV0972136359,6343,68.43,2025-05-02,2025-05-03,Buy,BNY Mellon,BRK004
BKR001479,ZN3699888428,8973,731.73,2025-03-09,2025-03-12,Sell,BNY Mellon,BRK003
BKR001480,JA2734385019,4257,123.72,2025-04-30,2025-05-03,Buy,Northern Trust,BRK004
BKR001481,JB1890130323,1019,856.84,2025-05-07,2025-05-10,Sell,BNY Mellon,BRK003
BKR001482,EV4287172191,4778,647.81,2025-05-25,2025-05-28,Buy,BNY Mellon,BRK004
BKR001483,RO0981021700,1753,938.83,2025-03-01,2025-03-02,Buy,BNY Mellon,BRK002
BKR001484,FV8430299252,4550,583.65,2025-06-01,2025-06-04,Buy,BNY Mellon,BRK004
BKR001485,TI8329000461,1705,118.88,2025-03-22,2025-03-24,Sell,BNY Mellon,BRK004
BKR001486,YJ0083701195,742,281.23,2025-04-13,2025-04-16,Sell,Northern Trust,BRK001
BKR001487,OT7999992379,2769,668.22,2025-02-01,2025-02-04,Sell,Northern Trust,BRK003
BKR001488,PK0969377192,5248,706.83,2025-02-09,2025-02-10,Sell,State Street,BRK003
BKR001489,BT1057132050,4435,70.01,2025-06-18,2025-06-20,Sell,Northern Trust,BRK001
BKR001490,KI1026036848,8380,59.88,2025-02-05,2025-02-08,Buy,BNY Mellon,BRK003
BKR001491,NY5775741686,6634,835.9,2025-06-12,2025-06-15,Buy,BNY Mellon,BRK004
BKR001492,AF2132859073,7363,761.35,2025-03-16,2025-03-17,Sell,State Street,BRK001
BKR001493,DK8562995263,5076,411.85,2025-03-12,2025-03-13,Buy,BNY Mellon,BRK002
BKR001494,QU0907019708,6706,950.39,2025-03-23,2025-03-25,Buy,Northern Trust,BRK003
BKR001495,GO0037167681,7680,573.11,2024-12-24,2024-12-27,Sell,Northern Trust,BRK001
BKR001496,JE3301054673,2334,77.87,2025-02-18,2025-02-21,Buy,HDFC Custodian,BRK004
BKR001497,HL0339024361,8396,827.18,2025-04-18,2025-04-20,Sell,BNY Mellon,BRK002
BKR001498,BZ3509812806,9532,655.31,2025-02-09,2025-02-12,Sell,HDFC Custodian,BRK001
BKR001499,PH7355746254,3857,392.02,2025-05-06,2025-05-09,Sell,HDFC Custodian,BRK004
BKR001500,QO5853105247,7508,192.64,2025-05-31,2025-06-03,Buy,Northern Trust,BRK004
BKR001501,QQ0302983094,9976,606.02,2025-04-20,2025-04-23,Sell,State Street,BRK003
BKR001502,OH1755089194,1545,362.61,2025-04-23,2025-04-24,Buy,State Street,BRK001
BKR001503,SG2480079313,7834,442.3,2025-06-12,2025-06-15,Buy,State Street,BRK004
BKR001504,CE6946319531,1304,542.57,2025-05-07,2025-05-09,Sell,HDFC Custodian,BRK002
BKR001505,XA4085712172,912,80.3,2025-01-02,2025-01-05,Buy,Northern Trust,BRK001
BKR001506,ZB5177828347,3434,361.42,2025-04-26,2025-04-27,Buy,Northern Trust,BRK004
BKR001507,SG0098419080,5929,780.99,2025-04-18,2025-04-19,Buy,HDFC Custodian,BRK002
BKR001508,UG7380732375,6672,61.82,2025-04-06,2025-04-09,Buy,State Street,BRK003
BKR001509,VS6981464345,6688,746.79,2025-02-16,2025-02-17,Buy,BNY Mellon,BRK003
BKR001510,JU2337796864,3338,438.03,2025-03-11,2025-03-12,Buy,Northern Trust,BRK001
BKR001511,YM8480948353,7381,588.67,2025-03-13,2025-03-14,Sell,BNY Mellon,BRK004
BKR001512,US2821765233,6231,126.18,2024-12-21,2024-12-22,Buy,State Street,BRK003
BKR001513,TO9853025147,9226,703.23,2025-03-12,2025-03-13,Buy,BNY Mellon,BRK001
BKR001514,RR5473103489,9585,909.2,2025-04-12,2025-04-15,Buy,State Street,BRK002
BKR001515,RM6118022159,7331,601.66,2025-02-28,2025-03-03,Buy,Northern Trust,BRK002
BKR001516,JZ1696909318,449,699.75,2025-06-16,2025-06-19,Sell,State Street,BRK002
BKR001517,GH4882469654,6307,956.33,2025-05-06,2025-05-08,Sell,State Street,BRK002
