common_trade_id,trade_id,isin,quantity,price,trade_date,settlement_date,side,counter_party,broker_id,source
W1046A,CST118777,NB3091732491,2849,857.67,09-02-2025,10-02-2025,Sell,BNY Mellon,BRK001,Custodian
B3727B,CST855897,RQ6889428402,822,848.59,05-03-2025,07-03-2025,Buy,Northern Trust,BRK002,Custodian
D4981L,CST561934,CE0320610981,8063,484.51,04-01-2025,05-01-2025,Sell,HDFC Custodian,BRK002,Custodian
M4289O,CST435906,BI8003099709,6190,78.71,06-06-2025,09-06-2025,Buy,Northern Trust,BRK003,Custodian
P5276G,CST589832,LQ5155085963,6861,957.94,21-03-2025,22-03-2025,Buy,HDFC Custodian,BRK003,Custodian
W9086T,CST911516,CZ4242000161,8975,400.14,26-02-2025,27-02-2025,Buy,BNY Mellon,BRK004,Custodian
D1035X,CST232008,UI9411951635,7196,85.72,29-01-2025,31-01-2025,Buy,BNY Mellon,BRK004,Custodian
F1342Y,CST262889,EE4848813017,5021,758.33,24-03-2025,27-03-2025,Buy,State Street,BRK001,Custodian
E9065L,CST614326,TM4250037112,1030,200.83,18-02-2025,20-02-2025,Buy,HDFC Custodian,BRK004,Custodian
B5353L,CST103804,ZM1933565959,8029,507.03,20-03-2025,22-03-2025,Sell,HDFC Custodian,BRK004,Custodian
X2125U,CST631167,VC7986388729,2357,499.39,12-05-2025,15-05-2025,Buy,Northern Trust,BRK003,Custodian
L6562X,CST738833,IA7656870179,5480,833.76,26-02-2025,01-03-2025,Sell,Northern Trust,BRK003,Custodian
W3368D,CST996871,NE0790329309,4474,243.44,12-02-2025,14-02-2025,Sell,Barber Inc,BRK003,Custodian
S3455N,CST753910,KU9862401907,4514,259.37,05-03-2025,06-03-2025,Sell,BNY Mellon,BRK001,Custodian
F9920O,CST427035,VG5939389253,7285,735.51,08-04-2025,11-04-2025,Sell,BNY Mellon,BRK004,Custodian
K4832O,CST594353,XR6926814598,6240,911.49,05-01-2025,07-01-2025,Sell,HDFC Custodian,BRK004,Custodian
Y4059V,CST407659,QA6114425556,9148,752.51,11-05-2025,13-05-2025,Buy,State Street,BRK002,Custodian
S5293I,CST235431,CL7002395581,6127,664.78,13-05-2025,16-05-2025,Sell,State Street,BRK003,Custodian
G5798H,CST846036,DZ8354157493,6744,665.75,27-02-2025,28-02-2025,Sell,"Nguyen, James and Aguirre",BRK002,Custodian
I4414M,CST157674,XD6037821247,5059,170.79,29-05-2025,01-06-2025,Buy,State Street,BRK003,Custodian
Z3331S,CST514473,PL0631967856,4153,643.69,05-04-2025,06-04-2025,Sell,State Street,BRK004,Custodian
Y2567B,CST382631,EA3891966243,6757,301.37,24-12-2024,27-12-2024,Sell,State Street,BRK003,Custodian
E9343A,CST861031,AL2441660869,2223,532.33,27-02-2025,02-03-2025,Buy,"Jones, Bryan and Hernandez",BRK004,Custodian
B4628W,CST381458,AI1483794231,206,483,17-03-2025,20-03-2025,Buy,BNY Mellon,BRK002,Custodian
V6853M,CST839836,FT5331096267,2078,542.95,02-03-2025,05-03-2025,Buy,HDFC Custodian,BRK002,Custodian
F7550F,CST230915,SY9383904972,7228,521.49,28-12-2024,31-12-2024,Sell,BNY Mellon,BRK003,Custodian
Y2617T,CST214937,IN8623706269,8260,311.05,26-04-2025,27-04-2025,Buy,BNY Mellon,BRK004,Custodian
L9128A,CST334461,TX2538553815,5652,240.2,06-01-2025,09-01-2025,Sell,State Street,BRK003,Custodian
P1445J,CST811716,BH1070428869,4526,93.23,01-06-2025,04-06-2025,Buy,"Jones, Braun and Hurley",BRK004,Custodian
X7879A,CST238236,TM7324088756,458,454.68,12-04-2025,15-04-2025,Sell,HDFC Custodian,BRK001,Custodian
E1113V,CST428700,OI6238567458,1137,249.16,18-04-2025,20-04-2025,Buy,State Street,BRK003,Custodian
R7819D,CST692207,BD1213279611,4556,703.08,17-03-2025,18-03-2025,Sell,Northern Trust,BRK003,Custodian
V8001Z,CST223225,TC3527194146,2992,490.68,20-01-2025,23-01-2025,Buy,HDFC Custodian,BRK001,Custodian
I6003O,CST298850,TI1177529047,5028,354.26,28-03-2025,31-03-2025,Sell,BNY Mellon,BRK004,Custodian
F2891R,CST266477,YY3693305898,8726,266.57,21-03-2025,22-03-2025,Buy,Northern Trust,BRK002,Custodian
Y2926F,CST757899,IX6356895826,1780,914.38,12-04-2025,15-04-2025,Sell,HDFC Custodian,BRK004,Custodian
J3470X,CST495515,BA8914163063,5970,375.46,02-04-2025,05-04-2025,Sell,HDFC Custodian,BRK003,Custodian
F6758F,CST827594,XV3628967924,5576,361.96,24-03-2025,25-03-2025,Sell,HDFC Custodian,BRK004,Custodian
S8593Z,CST625554,ZU9675001070,3874,867.52,29-03-2025,30-03-2025,Sell,"King, Murphy and Lopez",BRK001,Custodian
D4847Z,CST797393,CN4264592321,2469,894.4,20-05-2025,22-05-2025,Sell,State Street,BRK003,Custodian
L2742D,CST239356,QK3273736518,2308,756.16,02-06-2025,03-06-2025,Buy,HDFC Custodian,BRK002,Custodian
V2403N,CST699574,EZ9984265946,3148,779.4,14-05-2025,17-05-2025,Sell,"Mckee, Conley and Lowe",BRK001,Custodian
C7240O,CST110688,SK0738833696,2546,836.63,24-03-2025,27-03-2025,Sell,State Street,BRK003,Custodian
Y2992C,CST401945,SR6160624055,1801,524.46,26-02-2025,01-03-2025,Sell,HDFC Custodian,BRK002,Custodian
S6882B,CST552118,GA4380942936,1235,659.78,19-04-2025,22-04-2025,Sell,HDFC Custodian,BRK002,Custodian
O3207X,CST719354,NL9041146886,6772,868.25,12-05-2025,15-05-2025,Buy,State Street,BRK002,Custodian
D7992F,CST749863,FK6291120101,5746,848.76,28-03-2025,29-03-2025,Sell,HDFC Custodian,BRK004,Custodian
T9528E,CST246668,DN1720183472,9556,516.73,20-04-2025,22-04-2025,Sell,BNY Mellon,BRK004,Custodian
E8053X,CST437549,AK0344181410,748,990.25,07-05-2025,08-05-2025,Buy,BNY Mellon,BRK003,Custodian
B4409K,CST355849,AK5151824182,8029,414.83,16-05-2025,19-05-2025,Sell,BNY Mellon,BRK001,Custodian
L4669X,CST401149,QI4029698397,7063,310.55,10-03-2025,11-03-2025,Buy,Northern Trust,BRK004,Custodian
B7046P,CST251474,ON1737653997,4807,897.46,06-02-2025,08-02-2025,Sell,Acosta-Rivera,BRK004,Custodian
V3708G,CST779036,OT3502753114,5302,390.11,06-04-2025,07-04-2025,Buy,Green-Oneill,BRK001,Custodian
X3612O,CST973448,EU5221277026,9912,752.72,26-12-2024,27-12-2024,Buy,BNY Mellon,BRK004,Custodian
F9885U,CST489456,JL1018272733,4377,473.32,10-02-2025,13-02-2025,Buy,Daniels LLC,BRK002,Custodian
T4657D,CST872333,HB8600883143,6491,383,16-01-2025,18-01-2025,Buy,BNY Mellon,BRK002,Custodian
O5784E,CST635410,WM6781234400,7314,294.81,07-04-2025,10-04-2025,Buy,State Street,BRK002,Custodian
G4692J,CST604475,ID9145825138,7757,248.6,01-02-2025,02-02-2025,Buy,Northern Trust,BRK002,Custodian
W8443O,CST794536,XQ0732693293,7073,531.19,19-05-2025,20-05-2025,Buy,Northern Trust,BRK001,Custodian
N4087I,CST242376,KQ6824784377,6251,93.41,24-01-2025,27-01-2025,Sell,BNY Mellon,BRK002,Custodian
T7189Q,CST381539,TS3036304487,2008,282.07,09-05-2025,11-05-2025,Buy,BNY Mellon,BRK004,Custodian
Z2769A,CST670653,QV5242186750,2043,575.62,13-06-2025,16-06-2025,Buy,State Street,BRK001,Custodian
L2295T,CST774545,VY3837681102,1531,519.82,02-01-2025,05-01-2025,Buy,State Street,BRK004,Custodian
X2248D,CST394858,QL1315424636,3682,291.7,31-12-2024,01-01-2025,Sell,Northern Trust,BRK002,Custodian
X9331U,CST335061,VT6469889727,320,259.58,22-05-2025,23-05-2025,Sell,BNY Mellon,BRK002,Custodian
H4059O,CST827803,WG8730663055,1565,219.27,03-02-2025,05-02-2025,Buy,Miller Group,BRK004,Custodian
H1456I,CST451304,QT4786506942,5349,590.79,15-05-2025,18-05-2025,Sell,HDFC Custodian,BRK003,Custodian
X5560V,CST723686,ZE0217360357,8604,522.9,15-04-2025,17-04-2025,Buy,Northern Trust,BRK003,Custodian
X9582U,CST637427,PG7820899238,8728,305.07,23-05-2025,26-05-2025,Buy,HDFC Custodian,BRK003,Custodian
C4570R,CST773668,OX7685840334,6829,850.37,03-01-2025,06-01-2025,Sell,BNY Mellon,BRK004,Custodian
D7797E,CST639768,RL0185163571,1535,868.91,16-04-2025,19-04-2025,Sell,HDFC Custodian,BRK002,Custodian
M1333V,CST739935,PX6468439307,2904,735.74,22-12-2024,23-12-2024,Buy,Northern Trust,BRK003,Custodian
O7569E,CST721588,HL2816638239,8346,805.23,21-04-2025,24-04-2025,Buy,"Bullock, Stein and Rose",BRK004,Custodian
Q2536L,CST322695,LF2132683653,8134,476.02,04-01-2025,06-01-2025,Buy,BNY Mellon,BRK003,Custodian
G6274C,CST276581,VZ8840675806,318,213.25,17-02-2025,19-02-2025,Buy,Brown-Lynn,BRK002,Custodian
E6968T,CST658704,QQ9591481844,443,707.79,22-12-2024,23-12-2024,Sell,HDFC Custodian,BRK002,Custodian
X5130Q,CST683990,UW9526201432,8641,571.43,01-02-2025,03-02-2025,Sell,BNY Mellon,BRK001,Custodian
C1197W,CST603102,TX2052138864,6733,281.69,19-02-2025,21-02-2025,Buy,HDFC Custodian,BRK002,Custodian
S8709L,CST776768,ND5974448994,5671,712.96,09-03-2025,10-03-2025,Sell,HDFC Custodian,BRK004,Custodian
V8833N,CST504211,FB2196408581,150,987.35,25-05-2025,27-05-2025,Sell,Northern Trust,BRK004,Custodian
O2952M,CST431996,NW6055469303,1769,966.72,12-04-2025,13-04-2025,Buy,Northern Trust,BRK001,Custodian
W4854R,CST690571,IX0456633769,9239,839.54,19-05-2025,21-05-2025,Sell,State Street,BRK004,Custodian
Z3384V,CST948217,QM4901639003,8590,188.9,14-01-2025,16-01-2025,Buy,HDFC Custodian,BRK004,Custodian
V4740I,CST187563,UK1340179539,2905,401.29,23-02-2025,24-02-2025,Sell,BNY Mellon,BRK003,Custodian
N1123K,CST270523,HV3427897850,2203,282.42,19-03-2025,22-03-2025,Buy,HDFC Custodian,BRK004,Custodian
S6892K,CST419999,XB9756815922,2071,206.27,20-05-2025,22-05-2025,Sell,State Street,BRK001,Custodian
T4559Y,CST895776,ND4804212286,7890,264.02,11-01-2025,13-01-2025,Sell,State Street,BRK003,Custodian
S8007L,CST336633,DA2030413112,5406,214.65,06-06-2025,08-06-2025,Sell,HDFC Custodian,BRK003,Custodian
X4108D,CST313939,IE2126811441,8126,631.23,13-04-2025,14-04-2025,Sell,"Martin, Walker and Duncan",BRK002,Custodian
L4860E,CST597831,QH5159017672,1069,976.37,09-05-2025,11-05-2025,Sell,HDFC Custodian,BRK001,Custodian
H5776E,CST890351,CW3696389569,4580,140.72,04-01-2025,05-01-2025,Buy,State Street,BRK003,Custodian
O8519X,CST490119,VK4759172538,3550,887.47,22-12-2024,23-12-2024,Buy,"Thompson, Miller and Moses",BRK004,Custodian
U1541U,CST362163,BP0664192942,893,734.73,19-01-2025,20-01-2025,Sell,State Street,BRK002,Custodian
T3301B,CST451216,AP8549991939,6270,228.03,08-05-2025,10-05-2025,Sell,BNY Mellon,BRK002,Custodian
S6757P,CST781546,OU4422195466,5155,726.12,27-05-2025,28-05-2025,Buy,BNY Mellon,BRK001,Custodian
D3503M,CST435919,SP0935148161,5236,430.18,21-01-2025,24-01-2025,Buy,BNY Mellon,BRK003,Custodian
O7640F,CST670865,BH6793696135,3495,596.51,05-02-2025,08-02-2025,Sell,BNY Mellon,BRK004,Custodian
J7373P,CST783889,MN2631510909,2279,305.49,27-01-2025,29-01-2025,Sell,Vaughn-Jackson,BRK002,Custodian
V6298P,CST103325,BI8104774150,8642,426.04,17-05-2025,18-05-2025,Sell,State Street,BRK002,Custodian
Z6620O,CST932653,WU5215092617,3960,177.32,08-04-2025,11-04-2025,Buy,HDFC Custodian,BRK001,Custodian
I2720N,CST583454,VS7535002686,1456,223.74,05-01-2025,06-01-2025,Sell,BNY Mellon,BRK002,Custodian
K3129I,CST917175,JI9273132307,381,259.67,23-01-2025,25-01-2025,Buy,Northern Trust,BRK001,Custodian
V8215O,CST309695,DC2771196558,8395,962.91,30-05-2025,01-06-2025,Buy,"Horn, Garcia and Scott",BRK001,Custodian
Z4626P,CST738549,VM4886119520,5178,614.65,17-02-2025,20-02-2025,Buy,Northern Trust,BRK001,Custodian
X1048H,CST946390,DS8518834278,4993,156.84,22-12-2024,23-12-2024,Buy,Northern Trust,BRK004,Custodian
Q7929A,CST108270,IJ6671280489,5455,741.6,09-03-2025,11-03-2025,Buy,Navarro Ltd,BRK004,Custodian
T2944G,CST924242,ZL2219496385,428,214.52,02-05-2025,03-05-2025,Sell,HDFC Custodian,BRK003,Custodian
R5180O,CST305649,DK3303345402,6331,250.79,17-03-2025,20-03-2025,Buy,BNY Mellon,BRK001,Custodian
Q7196H,CST848915,VO5348463546,7152,774.74,18-01-2025,20-01-2025,Buy,State Street,BRK004,Custodian
X8125C,CST661966,UG8707324846,8371,852.38,25-03-2025,26-03-2025,Buy,HDFC Custodian,BRK003,Custodian
E5300T,CST807647,TQ2969305679,1759,228.82,10-05-2025,13-05-2025,Buy,BNY Mellon,BRK004,Custodian
O2912F,CST258259,AW5033206777,4824,913.21,28-02-2025,03-03-2025,Sell,BNY Mellon,BRK004,Custodian
X7782Y,CST430479,XM4302816170,1867,103.77,30-03-2025,31-03-2025,Buy,HDFC Custodian,BRK001,Custodian
K1327B,CST162189,XI1150975679,2266,129.45,24-03-2025,25-03-2025,Buy,Northern Trust,BRK002,Custodian
K6664J,CST441982,JI7008595210,432,897.73,05-01-2025,07-01-2025,Sell,BNY Mellon,BRK001,Custodian
X2898H,CST316999,SK6900775517,2223,701.27,11-06-2025,14-06-2025,Buy,Northern Trust,BRK003,Custodian
R9515P,CST394055,ZM7193754095,7362,243.66,04-06-2025,06-06-2025,Buy,BNY Mellon,BRK001,Custodian
B4259K,CST896657,QW9187589304,4936,529.78,17-06-2025,20-06-2025,Sell,Northern Trust,BRK002,Custodian
P9500H,CST350051,YC2966927433,6834,955.61,19-02-2025,21-02-2025,Buy,Reed-Farley,BRK001,Custodian
M7033L,CST754613,DN8974178972,8013,812.07,17-03-2025,19-03-2025,Sell,"Murphy, Harvey and Baker",BRK003,Custodian
R2753L,CST649824,TU1576940593,9349,466.22,14-04-2025,15-04-2025,Sell,HDFC Custodian,BRK003,Custodian
O4553A,CST393897,DX3928334732,7524,531.11,19-01-2025,21-01-2025,Buy,BNY Mellon,BRK002,Custodian
P2675L,CST166723,WG1736758388,8803,596.42,27-12-2024,28-12-2024,Sell,BNY Mellon,BRK003,Custodian
H1624W,CST313970,YG0013441849,8394,822.96,06-06-2025,09-06-2025,Sell,BNY Mellon,BRK003,Custodian
P7670N,CST976059,JS4277743162,896,635.04,13-06-2025,14-06-2025,Buy,Northern Trust,BRK001,Custodian
B2658B,CST616895,CZ7698936203,7283,145.2,18-02-2025,20-02-2025,Sell,Northern Trust,BRK003,Custodian
D9808A,CST795208,HP1609977522,2454,223.31,07-03-2025,10-03-2025,Buy,Northern Trust,BRK002,Custodian
F7916Q,CST746486,SQ6534818429,6719,554.91,29-04-2025,30-04-2025,Sell,HDFC Custodian,BRK001,Custodian
M7952P,CST691952,CM5720472123,1151,275.29,13-04-2025,15-04-2025,Sell,Northern Trust,BRK003,Custodian
M6724O,CST420212,UY9959716586,6866,943.06,15-01-2025,16-01-2025,Sell,State Street,BRK004,Custodian
W8715X,CST337628,NK2076779845,3338,429.61,05-05-2025,06-05-2025,Buy,HDFC Custodian,BRK003,Custodian
C6684T,CST559045,JA7677326826,3918,55.33,29-05-2025,30-05-2025,Sell,State Street,BRK002,Custodian
H7584F,CST784713,BP3721844491,3215,332.94,25-12-2024,28-12-2024,Buy,HDFC Custodian,BRK002,Custodian
K5702W,CST889625,ZZ4037552110,9781,673.66,27-02-2025,01-03-2025,Sell,State Street,BRK001,Custodian
G3608K,CST357998,QZ3369325680,3370,160.9,16-03-2025,18-03-2025,Sell,State Street,BRK002,Custodian
A8567S,CST524134,JI8564358732,2144,568.68,21-02-2025,24-02-2025,Buy,Northern Trust,BRK002,Custodian
P7033U,CST397690,VW1953925792,7493,951.82,04-04-2025,05-04-2025,Sell,BNY Mellon,BRK004,Custodian
D8603F,CST608049,MQ4095174553,3208,824.3,03-04-2025,05-04-2025,Buy,State Street,BRK004,Custodian
X2962A,CST655707,WK4930704000,7133,751.68,10-04-2025,13-04-2025,Buy,BNY Mellon,BRK003,Custodian
U2977E,CST824751,AC7884965050,1769,68.88,15-05-2025,18-05-2025,Buy,HDFC Custodian,BRK004,Custodian
S2010U,CST144268,NC6509593788,696,510.17,12-04-2025,15-04-2025,Sell,State Street,BRK001,Custodian
X8401K,CST925311,WH8989579184,6974,961.57,21-01-2025,23-01-2025,Buy,State Street,BRK003,Custodian
T7122Q,CST176906,RL0573745794,7717,307.33,26-03-2025,29-03-2025,Buy,State Street,BRK002,Custodian
R8095F,CST243290,BH4217575601,4253,111.05,21-03-2025,24-03-2025,Sell,Northern Trust,BRK003,Custodian
B1079U,CST249295,LH3520537240,4123,50.5,28-12-2024,30-12-2024,Buy,Rodgers-Hays,BRK003,Custodian
U7067R,CST207465,BP5387216091,3161,793.81,17-02-2025,20-02-2025,Buy,State Street,BRK001,Custodian
B2350N,CST589485,LR3826648678,1568,920.37,01-03-2025,03-03-2025,Sell,Preston LLC,BRK001,Custodian
V5906L,CST529592,IV2406739187,8527,86.73,03-03-2025,04-03-2025,Buy,State Street,BRK003,Custodian
J7994R,CST151225,EI8085209185,3049,675.26,25-04-2025,27-04-2025,Sell,Northern Trust,BRK004,Custodian
I9219I,CST975620,WF9618953762,4556,485.72,16-02-2025,19-02-2025,Sell,HDFC Custodian,BRK002,Custodian
N2137E,CST891864,SH8788135104,6632,743.61,09-05-2025,10-05-2025,Buy,State Street,BRK002,Custodian
T8427W,CST702870,LD4480092679,3021,812.49,26-05-2025,28-05-2025,Sell,BNY Mellon,BRK001,Custodian
T4477L,CST755632,HX9365384040,9541,82.34,23-01-2025,24-01-2025,Sell,Northern Trust,BRK002,Custodian
O1976V,CST902680,NV1272566812,4120,496.63,02-03-2025,03-03-2025,Sell,Romero LLC,BRK003,Custodian
R7979L,CST121806,OI6559045441,3694,737.04,17-04-2025,19-04-2025,Sell,State Street,BRK004,Custodian
Q5470R,CST296588,LH2227778464,9794,957.25,28-01-2025,30-01-2025,Buy,Valencia-Lutz,BRK004,Custodian
E4750D,CST118442,QY9142072539,3717,866.48,26-01-2025,27-01-2025,Sell,State Street,BRK003,Custodian
T8426K,CST803937,CJ5487076258,5499,188.37,28-01-2025,31-01-2025,Buy,BNY Mellon,BRK003,Custodian
O4681B,CST408652,AQ5114237998,7871,594.18,23-04-2025,24-04-2025,Sell,BNY Mellon,BRK003,Custodian
J4327F,CST318136,IR3653411325,583,223.2,18-04-2025,21-04-2025,Buy,HDFC Custodian,BRK002,Custodian
A7960K,CST819634,IH5152931360,621,676.1,14-02-2025,15-02-2025,Buy,Northern Trust,BRK001,Custodian
E3442X,CST519482,UC9341802511,6661,378.36,17-02-2025,18-02-2025,Sell,BNY Mellon,BRK004,Custodian
E8503E,CST672432,SK5106524328,9875,826.22,30-12-2024,31-12-2024,Buy,Greene and Sons,BRK003,Custodian
Q1444Q,CST631926,PR3531325841,5580,781.64,22-12-2024,25-12-2024,Buy,HDFC Custodian,BRK002,Custodian
O1404N,CST840777,AS9049991520,4528,256.98,08-06-2025,11-06-2025,Buy,Northern Trust,BRK002,Custodian
P3151T,CST405071,WG8877195769,2863,380.17,25-12-2024,26-12-2024,Buy,State Street,BRK004,Custodian
N4356A,CST793956,FM1830106362,843,938.91,05-03-2025,06-03-2025,Sell,Northern Trust,BRK003,Custodian
H2833T,CST376773,HT0712965890,7284,141.17,24-03-2025,26-03-2025,Buy,State Street,BRK002,Custodian
J4114I,CST606864,TW5069860841,1432,329.74,19-03-2025,22-03-2025,Buy,BNY Mellon,BRK002,Custodian
Y9174C,CST961773,BH2510857483,7614,728.93,22-05-2025,23-05-2025,Sell,BNY Mellon,BRK002,Custodian
X9156D,CST834674,KI9291858611,3461,169.8,01-04-2025,04-04-2025,Sell,"Cohen, Mann and Fox",BRK003,Custodian
W3716Y,CST178875,GD9488511022,2072,543.01,25-12-2024,26-12-2024,Buy,HDFC Custodian,BRK001,Custodian
V4651C,CST112533,GW1371668057,6840,904.33,13-03-2025,15-03-2025,Sell,Northern Trust,BRK002,Custodian
W3083Y,CST734481,VF2070081068,2368,801.64,23-01-2025,24-01-2025,Buy,BNY Mellon,BRK002,Custodian
E5657X,CST592221,JV8469071278,9800,451.23,06-04-2025,08-04-2025,Sell,HDFC Custodian,BRK002,Custodian
I2506C,CST276671,XE0965221523,2220,289.38,28-05-2025,30-05-2025,Buy,Northern Trust,BRK001,Custodian
I3447W,CST317113,QP7242685568,7478,540.24,16-01-2025,17-01-2025,Buy,BNY Mellon,BRK001,Custodian
F7232M,CST199916,LS9630803547,7211,103.94,20-04-2025,21-04-2025,Sell,Northern Trust,BRK003,Custodian
S2306K,CST694627,TJ1558030316,7005,451.19,03-02-2025,05-02-2025,Sell,HDFC Custodian,BRK003,Custodian
M8765X,CST172657,UG9073128754,1239,443.28,07-06-2025,10-06-2025,Sell,BNY Mellon,BRK001,Custodian
Y8840R,CST964523,EJ0886679081,735,758.23,16-05-2025,19-05-2025,Sell,BNY Mellon,BRK002,Custodian
Q2100X,CST998305,ZO8621675542,3247,994.41,17-03-2025,20-03-2025,Buy,BNY Mellon,BRK002,Custodian
O2681S,CST452092,CA9037300729,5033,703.89,04-02-2025,07-02-2025,Sell,BNY Mellon,BRK001,Custodian
H1017N,CST919191,PD6440777743,936,587.51,14-03-2025,16-03-2025,Buy,Northern Trust,BRK002,Custodian
G8691H,CST619677,ZT2991411192,7754,799.01,01-06-2025,02-06-2025,Sell,State Street,BRK001,Custodian
J7800Q,CST310366,WZ3976020370,3371,189.41,14-06-2025,16-06-2025,Buy,State Street,BRK002,Custodian
N5655N,CST813289,QY5419739827,7343,80.26,28-05-2025,30-05-2025,Buy,Northern Trust,BRK001,Custodian
G3704G,CST526622,OY2856711885,650,177.37,22-01-2025,23-01-2025,Sell,BNY Mellon,BRK004,Custodian
L7022Z,CST331551,MF1360846611,3146,558.25,05-01-2025,06-01-2025,Buy,State Street,BRK002,Custodian
S8642Q,CST890906,BN2438007098,6011,516.44,08-06-2025,11-06-2025,Sell,HDFC Custodian,BRK002,Custodian
O6154Y,CST855700,HR7428844747,7534,867.56,01-04-2025,04-04-2025,Sell,State Street,BRK002,Custodian
O9548R,CST880672,LP9252704321,3405,424.64,19-03-2025,21-03-2025,Sell,HDFC Custodian,BRK004,Custodian
Z7511I,CST163581,WH9069237149,4566,578.44,19-01-2025,20-01-2025,Sell,State Street,BRK004,Custodian
C4555S,CST817892,VX3260456015,828,978.88,02-01-2025,04-01-2025,Sell,Coleman LLC,BRK003,Custodian
I5833G,CST304488,CM8232957513,2783,81.34,19-03-2025,20-03-2025,Sell,Northern Trust,BRK002,Custodian
E6228W,CST210056,YF2392355596,107,423.17,09-02-2025,12-02-2025,Sell,Bennett LLC,BRK004,Custodian
A8667O,CST687073,RT9562781233,7973,338.81,07-06-2025,09-06-2025,Sell,BNY Mellon,BRK003,Custodian
N4718B,CST804750,WY1170117969,3921,490.76,19-03-2025,20-03-2025,Buy,HDFC Custodian,BRK001,Custodian
T2627E,CST650687,BW4669946059,843,700.76,05-06-2025,07-06-2025,Sell,HDFC Custodian,BRK004,Custodian
C6407C,CST474303,VI9642542466,6343,749.65,20-01-2025,21-01-2025,Sell,BNY Mellon,BRK002,Custodian
C4849H,CST777324,RB0228056347,4416,729.76,15-02-2025,18-02-2025,Buy,Northern Trust,BRK002,Custodian
Y2463U,CST210399,TD6956366919,972,398.18,13-02-2025,16-02-2025,Buy,State Street,BRK001,Custodian
S4184Z,CST982010,YW5680563610,5186,722.3,19-04-2025,22-04-2025,Sell,Northern Trust,BRK001,Custodian
F8923N,CST628836,TJ1867616263,7963,220.86,16-04-2025,19-04-2025,Sell,HDFC Custodian,BRK004,Custodian
W6297P,CST786157,YN5183374678,3877,379.71,19-03-2025,21-03-2025,Sell,BNY Mellon,BRK001,Custodian
J1769O,CST856855,RP2179434437,8738,639.04,29-01-2025,31-01-2025,Sell,HDFC Custodian,BRK003,Custodian
G1384P,CST108461,JL1993568000,2573,222.49,07-05-2025,10-05-2025,Sell,HDFC Custodian,BRK003,Custodian
S9685V,CST221517,NF2850689033,7946,726.7,29-04-2025,01-05-2025,Buy,State Street,BRK004,Custodian
M6215U,CST116863,LC0377975290,8020,355.91,01-04-2025,04-04-2025,Buy,BNY Mellon,BRK003,Custodian
Z3594D,CST954312,FI8709822011,5686,871.19,30-04-2025,03-05-2025,Buy,State Street,BRK003,Custodian
U8281R,CST414205,LO9309136029,3390,863.66,21-03-2025,22-03-2025,Buy,HDFC Custodian,BRK003,Custodian
L8996S,CST397293,RL1237860125,6457,642.41,10-02-2025,12-02-2025,Sell,BNY Mellon,BRK003,Custodian
I4782X,CST524532,IK2470432995,7376,228.39,30-01-2025,31-01-2025,Buy,Northern Trust,BRK003,Custodian
D6711F,CST449128,EI3362872536,5745,157.34,30-04-2025,01-05-2025,Buy,BNY Mellon,BRK002,Custodian
U5231H,CST908239,UK5875364308,7958,120.45,06-03-2025,08-03-2025,Buy,"Rhodes, Vang and Smith",BRK002,Custodian
G8856T,CST113948,EY7980647375,6050,782.97,30-03-2025,31-03-2025,Sell,BNY Mellon,BRK001,Custodian
D3169K,CST405571,IP7107557178,2508,95,25-02-2025,28-02-2025,Buy,HDFC Custodian,BRK002,Custodian
I5894Q,CST155379,OP3917197786,3443,580.55,15-01-2025,17-01-2025,Sell,BNY Mellon,BRK004,Custodian
X1373D,CST266196,NN2005927163,1572,694.24,02-05-2025,04-05-2025,Sell,State Street,BRK001,Custodian
Z5839V,CST756107,CG6134349482,296,650.9,29-01-2025,01-02-2025,Buy,State Street,BRK003,Custodian
L3794A,CST576192,JW3397650236,584,152.17,20-02-2025,21-02-2025,Buy,BNY Mellon,BRK001,Custodian
I3395I,CST371422,AK4968942331,8032,917.41,05-03-2025,07-03-2025,Buy,HDFC Custodian,BRK002,Custodian
D1762J,CST931475,TW7044105704,152,135.78,19-01-2025,21-01-2025,Sell,BNY Mellon,BRK003,Custodian
Q3728A,CST985942,LP0972977304,4954,851.18,21-02-2025,24-02-2025,Sell,HDFC Custodian,BRK001,Custodian
D9917C,CST625976,LD5565681294,3250,538.27,20-04-2025,21-04-2025,Buy,HDFC Custodian,BRK004,Custodian
J5396K,CST946724,AA4984411264,5124,812.09,12-05-2025,14-05-2025,Sell,BNY Mellon,BRK002,Custodian
N2431H,CST876504,ZX6274865583,1788,233.58,16-04-2025,17-04-2025,Sell,HDFC Custodian,BRK003,Custodian
S4810P,CST412246,PC3088990201,3314,516.85,23-05-2025,25-05-2025,Buy,BNY Mellon,BRK001,Custodian
Q1803A,CST175517,QC3952809525,587,784.51,17-05-2025,19-05-2025,Buy,HDFC Custodian,BRK002,Custodian
H9947G,CST229710,RS0042008394,327,246.21,07-02-2025,09-02-2025,Buy,BNY Mellon,BRK004,Custodian
P2824Y,CST551660,FI0019611766,4016,543.11,03-06-2025,06-06-2025,Buy,BNY Mellon,BRK004,Custodian
P1542U,CST559914,NO1912741792,512,655.73,20-01-2025,23-01-2025,Buy,State Street,BRK003,Custodian
N2865H,CST642335,VN5646315002,7794,685.74,08-05-2025,11-05-2025,Sell,"Macias, Williams and Jefferson",BRK004,Custodian
